User,Brand,Variety,Type,Date,Strength,Taste,Price,Rating
DT83,USA Gold,Full Flavor,Regular,2009-09-03,Strong,Tolerable,Fair,3
DT83,Pyramid,Full Flavor,Regular,2009-09-03,Strong,Pleasant,Fair,3
DT83,Parliament,Lights (White),Regular,2009-09-03,Weak,Poor,Very High,2
ashl3y.madluv,Camel,Crush,Regular,2009-09-04,Strong,Very Pleasant,Fair,4
redraider,American Spirit,Full Flavor,Regular,2009-09-04,Medium,Pleasant,High,4
Jon2thejon,Newport,Full Flavor,Regular,2009-09-04,Medium,Pleasant,High,4
Jon2thejon,Camel,Filters Full Flavor,Regular,2009-09-04,Strong,Very Poor,Fair,1
Jon2thejon,Marlboro,Reds,Regular,2009-09-04,Strong,Tolerable,Low,4
rawrdino,Camel,Wides Filters,Regular,2009-09-05,Strong,Pleasant,High,5
amshero,Pall Mall,Full Flavor,Regular,2009-09-06,Medium,Pleasant,Fair,3
DT83,Marlboro,Blend No. 27,Regular,2009-09-06,Medium,Pleasant,Very High,4
amshero,Winston,Full Flavor,Regular,2009-09-06,Medium,Pleasant,Fair,4
DT83,Basic,Full Flavor,Regular,2009-09-06,Medium,Pleasant,Fair,3
amshero,Camel,Wides Filters,Regular,2009-09-06,Strong,Very Pleasant,High,5
amshero,Lucky Strike,Classic,Unfiltered,2009-09-08,Very Strong,Very Pleasant,Very High,5
shreddedchase,American Spirit,Full Flavor,Unfiltered,2009-09-10,Very Strong,Very Pleasant,High,5
Adanai,Dunhill,Full Flavor (Red),Regular,2009-09-12,Very Strong,Very Pleasant,Very High,5
kharrishou,Parliament,Lights (White),Regular,2009-09-12,Medium,Very Pleasant,Very High,5
DaveOH,Marlboro,Medium,Regular,2009-09-13,Medium,Pleasant,Fair,4
mclain,Marlboro,Blend No. 27,Regular,2009-09-14,Strong,Poor,High,2
mclain,Marlboro,Reds,Regular,2009-09-14,Strong,Pleasant,High,4
storrs19,Marlboro,Reds,Regular,2009-09-15,Strong,Pleasant,High,4
amshero,American Spirit,Organic,Regular,2009-09-16,Strong,Pleasant,Very High,4
tonalsmoker,Parliament,Full Flavor,Regular,2009-09-16,Strong,Pleasant,Fair,5
Frank,Newport,Menthol,Regular,2009-09-18,Strong,Very Pleasant,Fair,4
wbb86,Camel,Turkish Silver,Regular,2009-09-18,Weak,Very Pleasant,Low,4
wbb86,Marlboro,Reds,Regular,2009-09-18,Medium,Pleasant,High,4
HC1943,Winston,Full Flavor,Regular,2009-09-18,Strong,Pleasant,High,5
Frank,Camel,Filters Full Flavor,Regular,2009-09-18,Strong,Tolerable,High,3
wbb86,Camel,Full Flavor,Unfiltered,2009-09-18,Very Strong,Pleasant,Fair,4
Lotus1990,Pall Mall,Straights,Unfiltered,2009-09-23,Very Strong,Tolerable,High,4
Lotus1990,Marlboro,Reds,Regular,2009-09-23,Very Strong,Very Pleasant,Fair,5
Lotus1990,American Spirit,Menthol,Regular,2009-09-23,Very Strong,Pleasant,High,4
ca.burdick,305's,Full Flavor,Regular,2009-09-24,Medium,Pleasant,High,5
classicrocker124,Pall Mall,Straights,Unfiltered,2009-09-26,Strong,Pleasant,Fair,4
walt75,American Spirit,Full Flavor,Unfiltered,2009-09-29,Very Strong,Very Pleasant,Fair,5
kirkonline,305's,Full Flavor,Regular,2009-09-29,Very Weak,Very Poor,Very High,1
SirSmokesAlot,American Spirit,Full Flavor,Regular,2009-09-29,Strong,Very Pleasant,High,5
SirSmokesAlot,Camel,No. 9 Menthol,Regular,2009-10-02,Weak,Pleasant,High,4
luigi,Benson and Hedges,Full Flavor,100s,2009-10-03,Medium,Very Pleasant,High,5
joe305in813,305's,Full Flavor,Regular,2009-10-04,Strong,Pleasant,Very High,5
LaLove,American Spirit,Lights,Regular,2009-10-05,Medium,Very Poor,High,1
Dan14812,Lucky Strike,Classic,Unfiltered,2009-10-06,Very Strong,Very Pleasant,High,5
stefanosdc,KOOL,Menthol,Regular,2009-10-06,Strong,Very Pleasant,High,5
stefanosdc,Camel,Filters Full Flavor,Regular,2009-10-06,Very Strong,Very Pleasant,High,4
stefanosdc,Camel,Lights,Regular,2009-10-06,Weak,Tolerable,Very High,3
clark999,Camel,Filters Full Flavor,Regular,2009-10-06,Medium,Tolerable,Low,3
Adanai,Parliament,Lights (White),Regular,2009-10-07,Medium,Pleasant,Very High,4
zach6848,American Spirit,Full Flavor,Regular,2009-10-07,Very Strong,Pleasant,High,5
Frank,Pall Mall,Full Flavor,Regular,2009-10-08,Medium,Pleasant,Very Low,4
DT83,KOOL,Milds,Regular,2009-10-09,Medium,Tolerable,Fair,3
thor91,Pall Mall,Menthol,Regular,2009-10-10,Very Weak,Very Pleasant,Low,5
kunal500,Marlboro,Menthol Lights,Regular,2009-10-11,Medium,Pleasant,High,4
thor91,Camel,Crush,Regular,2009-10-12,Very Weak,Very Pleasant,Fair,5
nfitch,Dunhill,Full Flavor (Red),Regular,2009-10-12,Strong,Pleasant,High,4
nfitch,Djarum,Specials,Regular,2009-10-12,Strong,Very Pleasant,High,5
marcusxiv,Marlboro,Blend No. 27,Regular,2009-10-14,Strong,Poor,Fair,3
lolwinner,Camel,Turkish Royal,Regular,2009-10-15,Strong,Very Pleasant,Low,5
Frank,American Spirit,Full Flavor,Regular,2009-10-16,Weak,Poor,High,3
Frank,Marlboro,Reds,Regular,2009-10-16,Strong,Very Pleasant,High,4
Lotus1990,Marlboro,Lights,Regular,2009-10-17,Medium,Tolerable,High,4
Lotus1990,Pall Mall,Lights (Blue),Regular,2009-10-18,Medium,Pleasant,Very Low,4
CyanideSuicide,Djarum,Black,Regular,2009-10-18,Strong,Very Pleasant,High,5
Lotus1990,Lucky Strike,Classic,Unfiltered,2009-10-18,Very Strong,Very Pleasant,Very High,5
SpiderSan,Camel,Full Flavor,Unfiltered,2009-10-18,Strong,Poor,Very High,2
Lotus1990,Camel,Lights,Regular,2009-10-18,Medium,Pleasant,Fair,4
roberto223,305's,Full Flavor,Regular,2009-11-05,Very Strong,Pleasant,Fair,4
Eminent,Camel,Filters Full Flavor,Regular,2009-11-05,Very Strong,Pleasant,Fair,4
justin23214,Salem,Green Label Full Flavor,Regular,2009-12-28,Medium,Very Pleasant,Fair,4
Symmetry,Camel,Wides Filters,Regular,2010-01-02,Strong,Very Pleasant,Fair,4
redhotnicole,USA Gold,Full Flavor,Regular,2010-01-19,Medium,Pleasant,Fair,5
Omaroda,Newport,Menthol,Regular,2010-01-24,Strong,Pleasant,High,4
Lotus1990,KOOL,Menthol,Regular,2010-01-27,Medium,Very Pleasant,High,4
lauraangel,Virginia Slims,Menthol,100s,2010-01-27,Medium,Pleasant,High,4
zach6848,Marlboro,Full Flavor,100s,2010-01-28,Strong,Very Pleasant,Fair,5
TheSmokingDM,Pall Mall,Full Flavor,Regular,2010-01-28,Medium,Pleasant,Fair,3
miczap1,Maverick,Full Flavor,Regular,2010-01-28,Very Strong,Very Poor,Low,2
midnight,Marlboro,Blend No. 27,Regular,2010-01-28,Medium,Pleasant,High,4
Lotus1990,L&M,Lights,Regular,2010-01-28,Strong,Very Pleasant,Very Low,5
midnight,Marlboro,Reds,Regular,2010-01-28,Strong,Pleasant,High,4
smkreds,Pall Mall,Lights (Blue),100s,2010-01-28,Medium,Very Pleasant,Fair,4
Magic27,American Spirit,Perique,Regular,2010-01-28,Medium,Very Pleasant,Fair,5
Magic27,Camel,Menthol (Silver),Regular,2010-01-28,Strong,Pleasant,Fair,4
Swimnsink,Parliament,Lights (White),Regular,2010-01-28,Very Weak,Poor,Low,2
Swimnsink,Marlboro,Blend No. 27,Regular,2010-01-28,Medium,Very Pleasant,Fair,5
l0ll00l,Marlboro,Smooth Menthol,Regular,2010-01-28,Very Strong,Very Pleasant,Fair,5
midnight,Marlboro,Full Flavor,100s,2010-01-28,Very Strong,Pleasant,High,5
DodgeDude,Marlboro,Reds,Regular,2010-01-28,Very Strong,Pleasant,Low,5
Swimnsink,Marlboro,Lights,Regular,2010-01-28,Weak,Pleasant,Fair,4
Lotus1990,L&M,Full Flavor,Regular,2010-01-28,Very Strong,Tolerable,Very Low,4
miczap1,Camel,Crush,Regular,2010-01-28,Medium,Very Pleasant,Fair,5
Frank,Benson and Hedges,Full Flavor,100s,2010-01-29,Medium,Pleasant,High,4
kunal500,Camel,No. 9,Regular,2010-01-29,Weak,Tolerable,Fair,3
Saxxon,American Spirit,Full Flavor,Unfiltered,2010-01-29,Very Strong,Very Pleasant,Very High,5
BeeeIzHere,Marlboro,Reds,Regular,2010-01-29,Strong,Very Pleasant,Fair,5
BeeeIzHere,Newport,Full Flavor,Regular,2010-01-29,Strong,Poor,Fair,1
BeeeIzHere,Marlboro,Lights,Regular,2010-01-29,Weak,Tolerable,Fair,3
Bud S. Moker,Marlboro,Special Blend Red,Regular,2010-01-29,Strong,Pleasant,Fair,4
Marlboro2x2,Maverick,Full Flavor,Regular,2010-01-29,Strong,Pleasant,Low,4
cheapsmoker,Newport,Full Flavor,Regular,2010-01-29,Very Strong,Very Poor,Very High,1
suziegooch,Pall Mall,Ultra Lights (Orange),100s,2010-01-29,Medium,Very Pleasant,Low,5
sometimesmoker17,Marlboro,Lights,Regular,2010-01-29,Medium,Pleasant,High,4
Frank,Marlboro,Reds,100s,2010-01-29,Strong,Pleasant,High,3
Ponzi,Marlboro,Medium,Regular,2010-01-30,Strong,Very Poor,Very Low,1
Karawasa,American Spirit,Full Flavor,Regular,2010-01-30,Medium,Very Pleasant,Fair,5
Newflow,Camel,Turkish Gold,Regular,2010-01-30,Strong,Tolerable,Low,3
dugong,American Spirit,Mediums,Regular,2010-01-30,Weak,Very Pleasant,High,5
snideremarker,American Spirit,Mediums,Regular,2010-01-30,Medium,Pleasant,High,3
dugong,Camel,Turkish Silver,Regular,2010-01-30,Medium,Pleasant,Fair,4
snideremarker,American Spirit,Organic,Regular,2010-01-30,Medium,Very Pleasant,Fair,4
MrBogangles,Salem,Green Label Full Flavor,Regular,2010-01-30,Weak,Very Poor,Fair,2
Jawsofstrife,Marlboro,Lights,Regular,2010-01-30,Weak,Very Poor,Fair,1
Ponzi,Pall Mall,Full Flavor,Regular,2010-01-30,Strong,Tolerable,Very Low,3
dugong,American Spirit,Perique,Regular,2010-01-30,Medium,Pleasant,High,4
DodgeDude,Camel,Reds,Regular,2010-01-30,Strong,Tolerable,Fair,3
smokindac,KOOL,Milds,Regular,2010-01-30,Medium,Very Poor,Very High,1
snideremarker,American Spirit,Full Flavor,Regular,2010-01-30,Weak,Tolerable,Fair,3
dirtydiana,Marlboro,Lights,Regular,2010-01-30,Very Weak,Pleasant,High,4
Monke,Marlboro,Reds,Regular,2010-01-30,Very Strong,Pleasant,Low,4
snideremarker,Marlboro,Reds,Regular,2010-01-30,Very Strong,Pleasant,Fair,4
Karawasa,Marlboro,Menthol Lights,Regular,2010-01-30,Medium,Very Pleasant,Low,4
Monke,American Spirit,Menthol,Regular,2010-01-30,Medium,Very Poor,High,1
Camelangel,Camel,Lights,Regular,2010-01-30,Weak,Very Pleasant,Fair,5
Jawsofstrife,Camel,Lights,Regular,2010-01-30,Weak,Pleasant,Fair,3
lowersrw,Winston,Full Flavor,Regular,2010-01-31,Medium,Pleasant,Fair,3
ioan_neicu,Lucky Strike,Classic,Unfiltered,2010-01-31,Strong,Tolerable,Fair,5
TerryAnn,Winston,Lights,Regular,2010-01-31,Medium,Very Pleasant,Fair,5
nickf468,Camel,Filters Full Flavor,Regular,2010-01-31,Strong,Poor,Fair,2
NicotineFiend,Camel,Crush,Regular,2010-01-31,Medium,Pleasant,Fair,4
NicotineFiend,Lucky Strike,Filters,Regular,2010-01-31,Strong,Very Poor,Fair,2
rc,Camel,Turkish Silver,Regular,2010-01-31,Weak,Pleasant,High,3
MikeVarley,USA Gold,Full Flavor,Regular,2010-01-31,Medium,Tolerable,Low,3
MikeVarley,Pall Mall,Straights,Unfiltered,2010-01-31,Strong,Tolerable,Fair,3
M_Smeltser,Marlboro,Reds,Regular,2010-01-31,Strong,Poor,Fair,2
nickf468,Marlboro,Lights,Regular,2010-01-31,Weak,Very Poor,Fair,2
ak4me,Marlboro,Ultra Lights,Regular,2010-01-31,Medium,Very Poor,High,1
rc,Camel,Menthol (Silver),Regular,2010-01-31,Medium,Pleasant,High,4
M_Smeltser,USA Gold,Full Flavor,Regular,2010-01-31,Medium,Very Poor,Fair,1
MikeVarley,Marlboro,Reds,Regular,2010-01-31,Strong,Pleasant,Fair,4
zach6848,American Spirit,Perique,Regular,2010-01-31,Very Strong,Very Pleasant,High,5
Asalvatori,Camel,Wides Filters,Regular,2010-01-31,Weak,Tolerable,Fair,1
ECM630,Lucky Strike,Classic,Unfiltered,2010-01-31,Strong,Pleasant,High,4
Asalvatori,Camel,Turkish Royal,Regular,2010-01-31,Very Weak,Pleasant,Very High,1
MikeVarley,Marlboro,72's,Regular,2010-01-31,Strong,Pleasant,Fair,4
MikeVarley,Marlboro,Blend No. 27,Regular,2010-01-31,Strong,Pleasant,Fair,4
NicotineFiend,Parliament,Full Flavor,Regular,2010-01-31,Strong,Very Pleasant,High,5
MikeVarley,Marlboro,Smooth Menthol,Regular,2010-01-31,Medium,Pleasant,Fair,4
Asalvatori,Parliament,Full Flavor,Regular,2010-01-31,Strong,Very Pleasant,High,5
zach6848,Winston,Full Flavor,Regular,2010-01-31,Strong,Very Pleasant,Fair,4
NicotineFiend,L&M,Full Flavor,Regular,2010-01-31,Medium,Poor,Low,1
MikeVarley,Marlboro,Virginia Blend,Regular,2010-01-31,Medium,Poor,High,2
M_Smeltser,Camel,No. 9 Menthol,Regular,2010-01-31,Weak,Very Pleasant,Fair,5
M_Smeltser,Camel,No. 9 Menthol,Regular,2010-01-31,Weak,Very Pleasant,Fair,5
gangsta1313,Winston,Full Flavor,Regular,2010-02-01,Medium,Pleasant,Fair,4
deathbychocolate,Djarum,Black,Regular,2010-02-01,Medium,Pleasant,High,4
gangsta1313,Marlboro,Reds,Regular,2010-02-01,Strong,Very Pleasant,High,5
deathbychocolate,Marlboro,Black Menthol,Regular,2010-02-02,Strong,Tolerable,Fair,5
zach6848,Marlboro,Blend No. 54 Menthol,100s,2010-02-04,Strong,Poor,Fair,3
kobe,Parliament,Full Flavor,Regular,2010-02-07,Medium,Pleasant,Fair,4
MikeVarley,Camel,Turkish Gold,Regular,2010-02-09,Medium,Pleasant,Fair,4
MikeVarley,Camel,Turkish Royal,Regular,2010-02-09,Medium,Very Poor,Fair,2
tonalsmoker,Camel,Filters Full Flavor,Regular,2010-02-09,Strong,Very Pleasant,Fair,5
MikeVarley,Camel,No. 9 Menthol,Regular,2010-02-09,Very Weak,Very Poor,High,2
ECM630,Camel,Turkish Royal,Regular,2010-02-09,Strong,Very Pleasant,Fair,5
MikeVarley,Camel,Filters Full Flavor,Regular,2010-02-09,Medium,Very Poor,Fair,3
Camel&amp;Cope,Pall Mall,Full Flavor,Regular,2010-02-09,Medium,Very Pleasant,Low,5
MikeVarley,Camel,Turkish Silver,Regular,2010-02-09,Weak,Very Poor,Fair,2
MikeVarley,Camel,Lights,Regular,2010-02-09,Weak,Very Poor,Fair,2
MikeVarley,Lucky Strike,Classic,Unfiltered,2010-02-09,Strong,Pleasant,Fair,3
MikeVarley,Lucky Strike,Filters,Regular,2010-02-09,Strong,Very Pleasant,Low,5
MikeVarley,American Spirit,Menthol,Regular,2010-02-09,Medium,Tolerable,High,3
kari1018,KOOL,XL Green,Regular,2010-02-09,Strong,Very Pleasant,Very High,5
MikeVarley,Camel,Crush,Regular,2010-02-09,Very Weak,Tolerable,Fair,3
MikeVarley,KOOL,XL Green,Regular,2010-02-09,Medium,Very Poor,Fair,3
Lotus1990,Winston,Full Flavor,Regular,2010-02-09,Strong,Very Pleasant,Fair,4
natasha,Camel,Wides Filters,Regular,2010-02-09,Strong,Pleasant,Very High,5
kbrondani,Marlboro,Lights,Regular,2010-02-09,Weak,Poor,Fair,1
Camel&amp;Cope,Marlboro,Reds,Regular,2010-02-09,Strong,Very Poor,High,2
Dijeriduster,American Spirit,Full Flavor,Regular,2010-02-09,Medium,Pleasant,High,4
MikeVarley,Camel,Signature Blend Infused,Regular,2010-02-09,Medium,Tolerable,High,3
MikeVarley,Dunhill,Full Flavor (Red),Regular,2010-02-09,Strong,Pleasant,High,4
luigi,Marlboro,Reds,Regular,2010-02-10,Medium,Tolerable,Fair,3
jroske88,Camel,Turkish Royal,Regular,2010-02-10,Strong,Very Pleasant,Fair,5
kunal500,Marlboro,Medium,Regular,2010-02-10,Medium,Pleasant,Fair,5
GottaquitASAP,Pall Mall,Full Flavor,Regular,2010-02-10,Weak,Very Pleasant,Low,5
kunal500,Camel,Crush,Regular,2010-02-10,Weak,Pleasant,Fair,3
Camel&amp;Cope,Newport,Menthol,100s,2010-02-10,Medium,Very Poor,High,1
Jon2thejon,USA Gold,Full Flavor,Regular,2010-02-10,Very Strong,Very Poor,Very Low,1
JNH,Marlboro,Reds,Regular,2010-02-10,Strong,Very Pleasant,Very High,5
tonalsmoker,Camel,Lights,Regular,2010-02-10,Medium,Very Pleasant,Fair,5
GottaquitASAP,Marlboro,Reds,Regular,2010-02-10,Strong,Very Poor,Fair,2
wbb86,Newport,Full Flavor,Regular,2010-02-10,Strong,Pleasant,Fair,4
GottaquitASAP,Marlboro,Medium,Regular,2010-02-10,Weak,Poor,Fair,1
wbb86,Pall Mall,Straights,Unfiltered,2010-02-10,Strong,Very Pleasant,High,5
kunal500,Marlboro,Blend No. 54 Menthol,100s,2010-02-10,Strong,Pleasant,Fair,5
mclain,Newport,Full Flavor,Regular,2010-02-10,Strong,Very Pleasant,Fair,4
GuiltySparq,Camel,Crush,Regular,2010-02-12,Medium,Very Pleasant,Fair,5
GuiltySparq,Djarum,Black,Regular,2010-02-12,Medium,Very Pleasant,High,4
BlackLung,American Spirit,Perique,Regular,2010-02-15,Strong,Pleasant,Very High,3
Lotus1990,Marlboro,Blend No. 27,Regular,2010-02-15,Strong,Very Pleasant,Fair,4
tonalsmoker,Marlboro,Reds,Regular,2010-02-15,Strong,Pleasant,Fair,4
MentholMoose,Salem,Green Label Full Flavor,Regular,2010-02-15,Medium,Pleasant,Fair,3
BlackLung,Newport,Full Flavor,Regular,2010-02-15,Very Strong,Very Poor,Very High,1
BlackLung,305's,Full Flavor,Regular,2010-02-15,Medium,Poor,Low,2
chief smoker,Marlboro,Blend No. 54 Menthol,100s,2010-02-15,Strong,Pleasant,Fair,4
midnight,Marlboro,Special Blend Red,Regular,2010-02-15,Strong,Pleasant,Fair,4
midnight,Camel,Lights,Regular,2010-02-16,Medium,Tolerable,Fair,3
ChinaXD,Marlboro,Blend No. 27,Regular,2010-02-19,Medium,Tolerable,Fair,3
ChinaXD,KOOL,Menthol,Regular,2010-02-19,Strong,Tolerable,Fair,3
ChinaXD,Camel,Lights,Regular,2010-02-21,Weak,Tolerable,Fair,3
zach6848,Lucky Strike,Classic,Unfiltered,2010-02-23,Very Strong,Very Pleasant,Very High,5
DrBro22,Marlboro,Blend No. 27,Regular,2010-02-23,Medium,Very Pleasant,Fair,5
DrBro22,Marlboro,Blend No. 54 Menthol,100s,2010-02-23,Medium,Tolerable,Low,3
kobe,Marlboro,Reds,Regular,2010-02-24,Very Strong,Pleasant,High,2
agentwonderbread,Marlboro,Reds,Regular,2010-02-25,Medium,Very Poor,Fair,2
chief smoker,KOOL,Menthol,Regular,2010-02-26,Very Strong,Pleasant,High,4
budandang,Pall Mall,Lights (Blue),100s,2010-02-26,Medium,Very Pleasant,Fair,5
Lotus1990,Marlboro,Medium,Regular,2010-02-26,Strong,Very Pleasant,Fair,4
Leeloo Dallas,Marlboro,Medium,Regular,2010-02-26,Medium,Pleasant,Fair,4
bloodymucus123,Djarum,Black,Regular,2010-02-26,Very Weak,Tolerable,Very Low,3
Lotus1990,Camel,Filters Full Flavor,Regular,2010-02-26,Very Strong,Tolerable,Fair,4
catter,Camel,Filters Full Flavor,Regular,2010-02-26,Strong,Tolerable,Fair,4
Leeloo Dallas,American Spirit,Perique,Regular,2010-02-26,Strong,Very Pleasant,High,5
bloodymucus123,Marlboro,Lights,Regular,2010-02-26,Medium,Very Pleasant,Fair,5
Frank,Parliament,Full Flavor,Regular,2010-02-26,Strong,Very Pleasant,Very High,4
pcoj,Marlboro,Reds,Regular,2010-02-26,Strong,Very Pleasant,Fair,5
kunal500,Parliament,Full Flavor,Regular,2010-02-26,Strong,Pleasant,High,4
Lotus1990,Basic,Full Flavor,Regular,2010-02-26,Very Strong,Very Poor,Fair,2
tonalsmoker,Pall Mall,Full Flavor,Regular,2010-02-26,Medium,Pleasant,Low,5
Leeloo Dallas,American Spirit,Full Flavor,Regular,2010-02-26,Medium,Pleasant,Very High,5
thor91,Salem,Green Label Full Flavor,Regular,2010-02-26,Strong,Very Pleasant,Fair,5
Leeloo Dallas,Camel,Turkish Gold,Regular,2010-02-26,Medium,Tolerable,High,3
bloodymucus123,Lucky Strike,Filters,Regular,2010-02-26,Strong,Very Pleasant,Fair,5
Lotus1990,Parliament,Full Flavor,Regular,2010-02-26,Strong,Pleasant,High,4
rickmac,Maverick,Full Flavor,100s,2010-03-02,Strong,Very Pleasant,Fair,5
jimbloe2,Marlboro,Virginia Blend,Regular,2010-03-02,Strong,Pleasant,High,3
ChinaXD,Marlboro,Menthol Milds,Regular,2010-03-02,Medium,Pleasant,Fair,5
kunal500,American Spirit,Lights,Regular,2010-03-02,Medium,Pleasant,High,4
ChinaXD,KOOL,Menthol,Regular,2010-03-02,Strong,Tolerable,Fair,4
spankey420,Camel,Turkish Royal,Regular,2010-03-02,Medium,Very Pleasant,Fair,5
classicrocker124,Parliament,Lights (White),Regular,2010-03-04,Medium,Pleasant,Fair,4
classicrocker124,USA Gold,Full Flavor,Regular,2010-03-04,Strong,Tolerable,Low,3
Jon2thejon,Marlboro,Virginia Blend,Regular,2010-03-05,Weak,Tolerable,Fair,3
Jon2thejon,Marlboro,Smooth Menthol,Regular,2010-03-05,Strong,Very Pleasant,Fair,5
kunal500,KOOL,Menthol,Regular,2010-03-05,Medium,Tolerable,Fair,3
Jon2thejon,Camel,Menthol (Silver),Regular,2010-03-05,Very Strong,Very Poor,High,1
kunal500,Marlboro,Lights,100s,2010-03-08,Weak,Pleasant,High,4
GuiltySparq,Camel,Menthol (Silver),Regular,2010-03-08,Strong,Pleasant,Fair,5
cvk1127,Pall Mall,Straights,Unfiltered,2010-03-14,Very Strong,Tolerable,Very Low,4
FlaSmoker,305's,Full Flavor,Regular,2010-03-14,Strong,Tolerable,Fair,3
recordguybrett,Marlboro,Ultra Lights,Regular,2010-03-15,Very Weak,Very Pleasant,Fair,5
recordguybrett,Marlboro,Blend No. 27,Regular,2010-03-15,Medium,Tolerable,High,3
KiroVf,Benson and Hedges,Gold,Regular,2010-03-20,Medium,Very Pleasant,Very High,5
KiroVf,Marlboro,Lights,Regular,2010-03-20,Medium,Very Pleasant,Very High,5
kunal500,Marlboro,Blend No. 27,Regular,2010-03-20,Medium,Tolerable,Fair,3
cluxdelux,USA Gold,Full Flavor,Regular,2010-03-20,Very Strong,Very Poor,Low,2
ranafculotta,Camel,Crush,Regular,2010-03-22,Strong,Very Pleasant,High,5
lolwinner,Parliament,Lights (White),Regular,2010-03-22,Strong,Tolerable,Very High,2
CamelMainer,Camel,Crush,Regular,2010-03-22,Very Weak,Very Poor,Fair,2
mary lou petty,Misty,Menthol,120s,2010-03-22,Medium,Pleasant,High,2
cooldude,Pall Mall,Lights (Blue),100s,2010-03-22,Strong,Pleasant,Fair,4
Pipedawg,Lucky Strike,Filters,Regular,2010-03-22,Medium,Poor,Fair,1
Pipedawg,Camel,Filters Full Flavor,Regular,2010-03-22,Medium,Tolerable,Fair,3
Pipedawg,Marlboro,Reds,Regular,2010-03-22,Medium,Tolerable,Fair,3
kunal500,Marlboro,Smooth Menthol,Regular,2010-03-23,Medium,Pleasant,Fair,5
panos65,L&M,Full Flavor,Regular,2010-03-23,Medium,Pleasant,Low,3
reynold8,Maverick,Menthol (Silver),100s,2010-03-25,Medium,Pleasant,Low,5
kunal500,Camel,Filters Full Flavor,Regular,2010-03-27,Medium,Pleasant,Fair,5
kunal500,Marlboro,Special Blend Gold Lights,Regular,2010-03-27,Medium,Pleasant,Fair,4
recordguybrett,American Spirit,Lights,Regular,2010-03-30,Medium,Very Pleasant,Fair,5
kunal500,L&M,Full Flavor,Regular,2010-03-30,Strong,Pleasant,Fair,4
recordguybrett,Marlboro,Reds,Regular,2010-03-30,Strong,Pleasant,Fair,5
recordguybrett,American Spirit,Lights,Regular,2010-03-30,Very Strong,Pleasant,Fair,4
Smylex,Nat Sherman,Classic,Regular,2010-03-31,Strong,Pleasant,Very High,5
rob420,Nat Sherman,Hint of Mint,Menthol,2010-03-31,Very Strong,Tolerable,Very High,2
Yanksox,Nat Sherman,Classic,Regular,2010-03-31,Strong,Pleasant,High,5
b3lrod,Nat Sherman,Classic,Regular,2010-03-31,Medium,Very Pleasant,High,5
Sherlock,Nat Sherman,Hint of Mint,Menthol,2010-03-31,Medium,Pleasant,High,4
SmokingDude,Nat Sherman,Hint of Mint,Menthol,2010-03-31,Very Strong,Very Pleasant,Very High,5
Sotaka,Nat Sherman,Classic,Regular,2010-03-31,Medium,Very Pleasant,Fair,5
PyroLogik,Nat Sherman,Classic,Regular,2010-03-31,Very Strong,Very Pleasant,Very High,5
MarlboroMan324,Nat Sherman,Classic,Regular,2010-03-31,Very Strong,Very Pleasant,High,5
Ariel,Nat Sherman,Classic,Regular,2010-03-31,Strong,Very Pleasant,High,5
Crazybrocar,Nat Sherman,Classic,Regular,2010-03-31,Strong,Very Pleasant,Very High,5
Brian3075,Nat Sherman,Classic,Regular,2010-03-31,Strong,Very Pleasant,Fair,5
quixote,Nat Sherman,Classic,Regular,2010-03-31,Strong,Very Pleasant,Very High,5
wbb86,Nat Sherman,Classic,Regular,2010-03-31,Medium,Pleasant,High,5
randiskop01,Nat Sherman,Classic,Regular,2010-03-31,Medium,Very Pleasant,Very High,5
jmottaghi,Nat Sherman,Classic,Regular,2010-03-31,Strong,Very Pleasant,High,5
MikeVarley,Nat Sherman,Hint of Mint,Menthol,2010-03-31,Weak,Very Pleasant,High,4
Rambus,Nat Sherman,Classic,Regular,2010-03-31,Medium,Very Pleasant,High,5
Delta Dawn,Nat Sherman,Hint of Mint,Menthol,2010-03-31,Medium,Very Pleasant,Fair,5
CRAKerns,Nat Sherman,Hint of Mint,Menthol,2010-03-31,Medium,Very Pleasant,High,5
casi,Nat Sherman,Hint of Mint,Menthol,2010-03-31,Medium,Very Pleasant,High,5
CrAcKaJaP206,Nat Sherman,Hint of Mint,Menthol,2010-03-31,Medium,Very Pleasant,High,5
brittanynicole,Newport,Menthol,100s,2010-04-05,Strong,Very Pleasant,High,4
brittanynicole,Marlboro,Menthol Lights,Regular,2010-04-05,Medium,Pleasant,Fair,5
KiroVf,Marlboro,Reds,Regular,2010-04-05,Strong,Very Poor,Very High,1
digapwny,Lucky Strike,Classic,Unfiltered,2010-04-07,Very Strong,Very Pleasant,Fair,5
spankey420,Pall Mall,Full Flavor,Regular,2010-04-07,Medium,Pleasant,Low,4
digapwny,Nat Sherman,Classic,Regular,2010-04-07,Strong,Very Pleasant,High,5
digapwny,Camel,Turkish Royal,Regular,2010-04-07,Weak,Tolerable,Low,2
kunal500,L&M,Lights,Regular,2010-04-09,Medium,Very Pleasant,Fair,5
zach6848,Camel,Full Flavor,Unfiltered,2010-04-09,Very Strong,Very Pleasant,Very High,5
digapwny,Benson and Hedges,Menthol,100s,2010-04-09,Strong,Pleasant,Fair,4
digapwny,Pall Mall,Straights,Unfiltered,2010-04-09,Very Strong,Pleasant,Low,4
digapwny,Benson and Hedges,Gold,Regular,2010-04-09,Medium,Pleasant,Fair,5
